State/Crop/District,Season,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23. Simdega,Kharif,,,,421.13,326.8,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,22500,1.5,15000,22500,1.5,15027,17281,1.15,15002,18002,1.2,14998,20997,1.4,3705,5187,1.4
,Rabi,,,,,,,434,437.91,1.01,,,,399.28,534,1.34,391.3,403,1.03,436.99,772,1.77,409,496,1.21,362,417,1.15,343,671,1.96,181,363,2.01,114,270,2.37,118,226,1.92,123,162,1.32,173,513,2.97,,,,,,,,,,,,,,,,,,
,Total,,,0,421.13,326.8,0.78,434,437.91,1.01,,,0,399.28,534,1.34,391.3,403,1.03,436.99,772,1.77,409,496,1.21,362,417,1.15,343,671,1.96,181,363,2.01,114,270,2.37,118,226,1.92,123,162,1.32,173,513,2.97,15000,22500,1.5,15000,22500,1.5,15027,17281,1.15,15002,18002,1.2,14998,20997,1.4,3705,5187,1.4
24. West singhbhum,Kharif,,,,165.29,165.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8824,8736,0.99,9593,9631,1,6685,6926,1.04,8232,9286,1.13,9715,10609,1.09,10759,12158,1.13
,Rabi,129.61,125.98,0.97,,,,143.79,160.33,1.12,144.83,135.56,0.94,147.66,205,1.39,150.29,181,1.2,131.81,202,1.53,197,238,1.21,198,262,1.32,203,253,1.25,597,861,1.44,638,1420,2.23,499,834,1.67,154,223,1.45,7,11,1.57,,,,,,,,,,,,,,,,,,
,Total,129.61,125.98,0.97,165.29,165.79,1,143.79,160.33,1.12,144.83,135.56,0.94,147.66,205,1.39,150.29,181,1.2,131.81,202,1.53,197,238,1.21,198,262,1.32,203,253,1.25,597,861,1.44,638,1420,2.23,499,834,1.67,154,223,1.45,7,11,1.57,8824,8736,0.99,9593,9631,1,6685,6926,1.04,8232,9286,1.13,9715,10609,1.09,10759,12158,1.13
Total (Arhar/Tur),,18045.15,30066.47,1.67,22500.06,32220.12,1.43,20377.08,30382.11,1.49,14217.46,17989.83,1.27,15909.83,20344,1.28,17977.63,26212,1.46,17894.98,25775.5,1.44,19085,30910,1.62,18225,22684.6,1.24,18053,29165,1.62,18850,35859,1.9,39731,57154,1.44,33169,44945,1.36,26938,31910,1.18,38099,79082,2.08,245096,256859,1.05,231040,234342,1.01,230559,241565,1.05,249281,275206,1.1,253639,286451,1.13,184029,210524,1.14
2. Bajra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,13,0.33,22,7,0.32,85,77,0.91,,,,8,7,0.88,5,5,1
2. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0.67,3,2,0.67
3. Dhanbad,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,8,0.57,,,,,,,,,,,,,,,
4. Dumka,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,32,0.76,36,27,0.75,67,52,0.78,26,20,0.77,,,,,,
5. East singhbum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,180,0.54,,,,,,,,,,,,,2,1,0.5
6. Giridih,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,7,6,0.86,22,17,0.77,26,21,0.81,17,14,0.82,14,12,0.86
7. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,0.53,10,6,0.6,14,7,0.5,12,5,0.42
8. Hazaribagh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,0.54,19,9,0.47,31,15,0.48,103,48,0.47
9. Jamtara,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.5,,,,,,,,,
10. Khunti,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,12,0.6,,,,10,6,0.6,,,
11. Koderma,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0.6,,,,,,,,,,,,
12. Pakur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,22,0.79
13. Palamu,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0.6,3,2,0.67,4,3,0.75,2,1,0.5
14. Ramgarh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0.56,10,5,0.5,19,10,0.53,8,4,0.5
15. Sahebganj,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,0.69,6,4,0.67,6,4,0.67,15,11,0.73,25,18,0.72,20,14,0.7
16. Saraikela kharsawan,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,78,0.7,32,16,0.5,19,9,0.47,9,5,0.56,7,4,0.57,,,
17. Simdega,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,0.75,10,7,0.7,2,1,0.5,,,,,,,,,
18. West singhbhum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,15,0.42,12,5,0.42,21,9,0.43,9,4,0.44,,,,38,21,0.55
Total (Bajra),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,614,354,0.58,130,75,0.58,288,206,0.72,127,83,0.65,141,88,0.62,235,135,0.57
3. Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Garhwa,Rabi,,,,,,,2962.57,1801.24,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Godda,Rabi,,,,1051.19,1249.86,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Hazaribagh,Rabi,,,,43.2,36.76,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Palamu,Rabi,,,,3425.43,2702.66,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Barley),,,,0,4519.82,3989.28,0.88,2962.57,1801.24,0.61,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4. Castor seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,0.1,2,,0,,,,,,,,,,,,
2. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,0.4,,,,,,,,,,,,,19,11,0.58
3. Dumka,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0.5,21,13,0.62,15,9,0.6,14,8,0.57,,,,6,4,0.67
4. East singhbum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,0.5,7,3,0.43,10,5,0.5,3,1,0.33,4,2,0.5,98,36,0.37
5. Giridih,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0.75,6,5,0.83,,,
6. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,0.67,,,,,,,,,
7. Gumla,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,5,0.19
8. Hazaribagh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,0.4
9. Khunti,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,1
10. Pakur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,0.63,,,
11. Palamu,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,11,10,0.91,3,1,0.33,,,,1,1,1,,,
12. Saraikela kharsawan,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,0.67,,,
13. Simdega,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,0.4,,,,,,,,,,,,,,,
14. West singhbhum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,18,0.45,53,19,0.36
Total (Castor seed),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,153,57,0.37,41,26,0.63,58,35,0.6,21,12,0.57,82,46,0.56,282,140,0.5
5. Gram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Rabi,,,,,,,165.53,142.02,0.86,32.97,23.54,0.71,27.53,21,0.76,12.33,10,0.81,13.13,11,0.84,34,28,0.82,38,17,0.45,50,42,0.84,29,40,1.38,13,16,1.23,45,68,1.51,48,61,1.27,31,38,1.23,6745,9234,1.37,5320,5187,0.98,6862,10979,1.6,9000,14400,1.6,9119,10031,1.1,14752,23603,1.6
2. Chatra,Rabi,1315.58,1139.29,0.87,1579.98,1491.5,0.94,1221.19,902.46,0.74,1242.21,852.16,0.69,167.93,157,0.93,1395.24,1713,1.23,1248.28,1323,1.06,298,301,1.01,1280,531,0.41,1335,1366,1.02,1219,1729,1.42,1445,2399,1.66,1218,1245,1.02,1029,897,0.87,1058,1459,1.38,15840,18374,1.16,15680,17875,1.14,15840,15998,1.01,16626,19452,1.17,16836,19698,1.17,16976,18758,1.1
3. Deoghar,Rabi,,,,,,,270.8,405.39,1.5,210.67,230.89,1.1,219.6,153,0.7,208.63,183,0.88,166.02,101,0.61,148,121,0.82,309,274,0.89,105,88,0.84,146,186,1.27,146,128,0.88,172,143,0.83,210,198,0.94,234,260,1.11,6448,9350,1.45,3294,4941,1.5,10106,14755,1.46,12414,18000,1.45,10441,15662,1.5,7414,10750,1.45
4. Dhanbad,Rabi,,,,,,,24.72,21.21,0.86,,,,3.78,4,1.06,,,,,,,2,1,0.5,4,0.16,0.04,2,2,1,6,7,1.17,4,4,1,1,1,1,,,,1,1,1,4817,7221,1.5,2150,2580,1.2,4752,7128,1.5,4753,7130,1.5,4718,7077,1.5,2442,3663,1.5
5. Dumka,Rabi,,,,,,,59.08,84.96,1.44,57,52.44,0.92,65.39,40,0.61,94.49,72,0.76,797.5,391,0.49,2366,1694,0.72,2320,1496,0.64,584,411,0.7,697,354,0.51,692,683,0.99,693,895,1.29,666,625,0.94,529,736,1.39,14850,20552,1.38,10800,13770,1.28,13365,17040,1.27,15855,20294,1.28,12403,16000,1.29,10205,10205,1
6. East singhbum,Rabi,,,,,,,71.31,87.35,1.22,75.84,80.01,1.05,62.81,46,0.73,63.25,91,1.44,53.73,55,1.02,36,34,0.94,140,85,0.61,68,46,0.68,81,60,0.74,94,79,0.84,200,148,0.74,162,133,0.82,16,27,1.69,7000,6076,0.87,5950,5355,0.9,6020,5418,0.9,7360,6992,0.95,6320,6067,0.96,6800,6664,0.98
7. Garhwa,Rabi,,,,2991.02,2324.02,0.78,2856.42,1816.68,0.64,2813.91,1451.98,0.52,3166.22,1922,0.61,3171.17,1782,0.56,3172.81,2053,0.65,2861,1247,0.44,2375,1389,0.58,2608,2149,0.82,2155,2282,1.06,8422,8995,1.07,4261,3302,0.77,1210,1048,0.87,4818,8725,1.81,13270,10881,0.82,12005,12605,1.05,13693,12036,0.88,15452,15066,0.98,15841,23508,1.48,15760,23435,1.49
8. Giridih,Rabi,,,,,,,310.93,266.78,0.86,103.18,65.52,0.64,155.09,145,0.93,295.38,454,1.54,306.21,551,1.8,180,163,0.91,296,139,0.47,44,180,4.09,455,430,0.95,472,458,0.97,429,263,0.61,6267,4625,0.74,6813,4633,0.68,7077,10743,1.52,4110,6050,1.47,7947,10053,1.27,7044,11130,1.58,8697,13828,1.59,9377,15191,1.62
9. Godda,Rabi,138.96,123.11,0.89,1181.77,1114.41,0.94,1573.22,1411.18,0.9,1478.13,1194.33,0.81,1322.44,1173,0.89,1232.61,1034,0.84,2086,1270,0.61,1239,750,0.61,1150,980,0.85,1115,915,0.82,7185,7056,0.98,7177,6969,0.97,5748,2857,0.5,6478,5519,0.85,3083,1708,0.55,9502,11973,1.26,9109,13117,1.44,11725,17001,1.45,12150,18225,1.5,12998,18587,1.43,16193,17003,1.05
10. Gumla,Rabi,318.4,172.57,0.54,354.86,545.82,1.54,352.54,217.87,0.62,352.54,201.65,0.57,147.03,77,0.52,357.24,164,0.46,364.6,238,0.65,330,237,0.72,305,157,0.51,306,221,0.72,369,361,0.98,369,425,1.15,393,406,1.03,385,288,0.75,8295,11688,1.41,7537,11396,1.51,6970,10567,1.52,7094,10797,1.52,10465,15928,1.52,10485,10695,1.02,5000,4650,0.93
11. Hazaribagh,Rabi,839.32,681.52,0.81,769.84,742.13,0.96,961.15,796.79,0.83,767.22,589.22,0.77,761.58,689,0.9,283.09,288,1.02,725.97,661,0.91,1250,883,0.71,775,634,0.82,754,827,1.1,1396,1545,1.11,993,1321,1.33,1219,1288,1.06,1650,1898,1.15,1132,905,0.8,14896,22344,1.5,9935,14903,1.5,13217,19826,1.5,16014,22259,1.39,16298,19965,1.22,15311,18756,1.23
12. Jamtara,Rabi,,,,,,,7.6,5.94,0.78,8.54,10.48,1.23,9.26,7,0.76,15.87,10,0.63,26.52,24,0.9,25,20,0.8,25,19,0.76,24,12,0.5,26,16,0.62,27,13,0.48,29,14,0.48,54,36,0.67,39,8,0.21,1225,980,0.8,1025,820,0.8,4578,5265,1.15,3158,4105,1.3,1966,2654,1.35,847,999,1.18
13. Khunti,Rabi,,,,,,,,,,,,,,,,,,,257.02,70,0.27,170,121,0.71,188,139,0.74,229,141,0.62,268,274,1.02,241,199,0.83,223,159,0.71,2512,1959,0.78,938,1147,1.22,5910,8865,1.5,3546,5142,1.45,5573,8081,1.45,7032,8438,1.2,6659,7991,1.2,6899,8969,1.3
14. Koderma,Rabi,,,,,,,270.69,230.9,0.85,223.95,227.98,1.02,302.23,312,1.03,256.59,249,0.97,243.54,224,0.92,746,725,0.97,468,249,0.53,237,304,1.28,235,235,1,192,216,1.13,159,173,1.09,187,207,1.11,99,137,1.38,9644,14466,1.5,7755,11633,1.5,10351,15527,1.5,11388,17082,1.5,9240,11088,1.2,11388,13666,1.2
15. Latehar,Rabi,,,,1546.97,969.95,0.63,1493.09,1466.2,0.98,1245.39,835.66,0.67,1292.64,583,0.45,1287.06,842,0.65,1290.51,586,0.45,548,1063,1.94,972,504,0.52,1076,1034,0.96,1306,1080,0.83,1184,794,0.67,948,640,0.68,902,678,0.75,905,859,0.95,10920,6858,0.63,12052,7774,0.65,11160,7142,0.64,13748,8867,0.64,13580,8718,0.64,12740,8154,0.64
16. Lohardaga,Rabi,,,,,,,261.51,165.8,0.63,261.51,186.2,0.71,279.23,147,0.53,262.82,117,0.45,281.06,310,1.1,168,173,1.03,212,160,0.75,250,254,1.02,276,229,0.83,362,343,0.95,205,145,0.71,362,311,0.86,329,270,0.82,7290,7217,0.99,5415,5523,1.02,5710,5824,1.02,6650,5985,0.9,5944,4874,0.82,6275,6401,1.02
17. Pakur,Rabi,638.3,810.64,1.27,810.42,1028.42,1.27,691.76,783.76,1.13,767.24,563.15,0.73,662.04,803,1.21,642.83,484,0.75,671.64,596,0.89,670,549,0.82,476,390,0.82,523,434,0.83,497,415,0.84,529,437,0.83,480,295,0.61,1924,1787,0.93,2418,2353,0.97,9195,8827,0.96,7730,7421,0.96,10012,9612,0.96,10985,10546,0.96,10231,8696,0.85,4761,2381,0.5
18. Palamu,Rabi,4059.11,3259.46,0.8,4034.19,3029.68,0.75,5036.84,3399.87,0.68,3021.85,1876.57,0.62,3616.84,3020,0.83,3670.88,2790,0.76,3624.22,2856,0.79,2262,1574,0.7,2404,1750,0.73,3156,3191,1.01,9601,10407,1.08,9602,10178,1.06,6858,5774,0.84,8275,6926,0.84,11514,12239,1.06,15840,12751,0.8,15782,11363,0.72,15648,12597,0.81,18000,14472,0.8,17273,13922,0.81,14770,11698,0.79
19. Ramgarh,Rabi,,,,,,,,,,,,,,,,,,,50.64,52,1.03,40,30,0.75,94,81,0.86,82,67,0.82,20,48,2.4,1583,1350,0.85,387,490,1.27,194,179,0.92,57,49,0.86,9779,14669,1.5,6615,9923,1.5,8507,12761,1.5,11184,15098,1.35,11554,15367,1.33,10594,14090,1.33
20. Ranchi,Rabi,1344.43,977.4,0.73,631,545.82,0.87,647.52,501.83,0.78,582.26,407,0.7,632.48,271,0.43,494.17,630,1.27,368.93,181,0.49,395,341,0.86,340,334,0.98,272,288,1.06,476,499,1.05,487,672,1.38,463,493,1.06,413,387,0.94,8323,9696,1.16,11000,12100,1.1,6916,6916,1,9565,9565,1,11303,11303,1,11619,11619,1,12635,12635,1
21. Sahebganj,Rabi,874.77,969.24,1.11,838,806.16,0.96,878.8,825.19,0.94,660.97,500.35,0.76,709.36,411,0.58,704.12,610,0.87,729.69,447,0.61,778,567,0.73,701,658,0.94,655,595,0.91,3743,3474,0.93,2366,2013,0.85,2063,1976,0.96,1727,1594,0.92,1190,1110,0.93,9372,9466,1.01,6655,5371,0.81,7433,6229,0.84,10270,19955,1.94,11895,12537,1.05,10780,10500,0.97
22. Saraikela kharsawan,Rabi,,,,,,,122.99,118.07,0.96,123.55,69.31,0.56,127.5,94,0.74,128.02,126,0.98,103.78,77,0.74,105,83,0.79,102,58,0.57,109,77,0.71,147,117,0.8,579,423,0.73,582,350,0.6,467,395,0.85,30,44,1.47,12000,20400,1.7,9850,13298,1.35,8640,15120,1.75,11310,19793,1.75,11280,19740,1.75,10681,18692,1.75
23. Simdega,Rabi,,,,189.69,104.52,0.55,121.85,19.5,0.16,121.85,69.7,0.57,263.25,201,0.76,122.9,60,0.49,253.14,159,0.63,233,191,0.82,205,67,0.33,175,140,0.8,123,90,0.73,73,62,0.85,101,77,0.76,120,99,0.83,102,125,1.23,11532,18740,1.63,12585,20451,1.63,13006,16908,1.3,15100,20415,1.35,15088,19614,1.3,15840,19008,1.2
24. West singhbhum,Rabi,219.6,179.19,0.82,227.47,158.55,0.7,222.68,120.25,0.54,224.48,107.53,0.48,230.34,169,0.73,233.53,262,1.12,201.65,162,0.8,243,184,0.76,274,167,0.61,275,238,0.87,903,954,1.06,969,1039,1.07,802,857,1.07,921,592,0.64,100,100,1,10995,12314,1.12,8424,8584,1.02,9269,9844,1.06,8639,9408,1.09,9795,10628,1.09,10458,11765,1.12
Total (Gram),,9748.47,8312.42,0.85,15155.21,12860.98,0.85,17622.22,13790,0.78,14375.26,9595.67,0.67,14224.57,10445,0.73,14932.22,11971,0.8,17036.59,12398,0.73,15127,11080,0.73,15453,10278.16,0.67,14034,13022,0.93,31359,31888,1.02,38021,39216,1.03,27679,22059,0.8,36163,30442,0.84,52054,58317,1.12,232684,285797,1.23,189673,221169,1.17,230073,275506,1.2,265900,334343,1.26,260280,308566,1.19,248898,291636,1.17
6. Groundnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,256,0.64,1206,773,0.64,329,428,1.3,395,514,1.3,390,429,1.1,267,347,1.3
2. Chatra,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,348,0.94,475,468,0.99,364,360,0.99,412,404,0.98,525,509,0.97,279,271,0.97
3. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,88,0.75,301,226,0.75,247,185,0.75,290,218,0.75,246,197,0.8,215,172,0.8
4. Dhanbad,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,449,1.25,361,433,1.2,265,318,1.2,219,263,1.2,217,260,1.2,,,
5. Dumka,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090,860,0.79,1796,1482,0.83,1268,1331,1.05,1142,1142,1,565,565,1,5,5,1
6. East singhbum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,922,0.92,950,713,0.75,650,650,1,377,320,0.85,150,130,0.87,190,166,0.87
7. Garhwa,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4075,2954,0.72,2607,2177,0.84,1620,1353,0.84,2056,2196,1.07,2285,2440,1.07,2151,2302,1.07
8. Giridih,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,140,1.01,96,97,1.01,133,135,1.02,214,219,1.02,281,294,1.05,253,257,1.02
9. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,903,1,524,519,0.99,250,260,1.04,225,243,1.08,800,664,0.83,900,698,0.78
10. Gumla,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508,13927,1.85,5613,9340,1.66,6723,9990,1.49,4952,7359,1.49,5000,7430,1.49,5000,6975,1.4
11. Hazaribagh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,1426,1.25,915,1144,1.25,935,1159,1.24,1061,1326,1.25,788,709,0.9,623,561,0.9
12. Jamtara,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,302,0.6,500,400,0.8,13,10,0.77,38,27,0.71,149,112,0.75,15,11,0.73
13. Khunti,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,965,0.94,2033,1870,0.92,739,480,0.65,1216,851,0.7,900,630,0.7,704,493,0.7
14. Koderma,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039,831,0.8,898,898,1,592,474,0.8,592,474,0.8,652,848,1.3,704,915,1.3
15. Latehar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627,1399,0.86,1635,1409,0.86,1530,1320,0.86,1678,1453,0.87,1759,1516,0.86,1753,2147,1.22
16. Lohardaga,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395,2874,1.2,1719,2063,1.2,1755,2106,1.2,1573,1888,1.2,1525,1830,1.2,1878,2254,1.2
17. Pakur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,67,0.71,207,72,0.35,160,113,0.71,,,,53,19,0.36,,,
18. Palamu,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,424,0.79,502,306,0.61,974,765,0.79,1161,1283,1.11,1167,1403,1.2,560,673,1.2
19. Ramgarh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877,1087,1.24,834,1034,1.24,731,906,1.24,795,986,1.24,629,560,0.89,687,611,0.89
20. Ranchi,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,1428,0.8,1453,1206,0.83,1657,1574,0.95,1817,1726,0.95,1859,1766,0.95,1859,1766,0.95
21. Sahebganj,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0.83,24,21,0.88,10,9,0.9,,,,5,4,0.8,,,
22. Saraikela kharsawan,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,267,0.7,490,436,0.89,210,179,0.85,297,264,0.89,415,369,0.89,397,353,0.89
23. Simdega,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,3840,0.8,4802,3842,0.8,4797,4557,0.95,4932,4784,0.97,4786,6461,1.35,3490,4712,1.35
24. West singhbhum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,81,0.85,131,117,0.89,136,120,0.88,60,53,0.88,420,370,0.88,412,377,0.92
